AAPL_x,AAPL_y
2015-04-25,111.7271393
2015-04-26,111.8271393
2015-04-27,111.9271393
2015-04-28,112.0271393
2015-04-29,112.1271393
2015-04-30,112.2271393
2015-05-01,112.3271393
2015-05-02,112.4271393
2015-05-03,112.5271393
2015-05-04,112.6271393
2015-05-05,112.7271393
2015-05-06,112.8271393
2015-05-07,112.9271393
2015-05-08,113.0271393
2015-05-09,113.1271393
2015-05-10,113.2271393
2015-05-11,113.3271393
2015-05-12,113.4271393
2015-05-13,113.5271393
2015-05-14,113.6271393
2015-05-15,113.7271393
2015-05-16,113.8271393
2015-05-17,113.9271393
2015-05-18,114.0271393
2015-05-19,114.1271393
2015-05-20,114.2271393
2015-05-21,114.3271393
2015-05-22,114.4271393
2015-05-23,114.5271393
2015-05-24,114.6271393
2015-05-25,114.7271393
2015-05-26,114.8271393
2015-05-27,114.9271393
2015-05-28,115.0271393
2015-05-29,115.1271393
2015-05-30,115.2271393
2015-05-31,115.3271393
2015-06-01,115.4271393
2015-06-02,115.5271393
2015-06-03,115.6271393
2015-06-04,115.7271393
2015-06-05,115.8271393
2015-06-06,115.9271393
2015-06-07,116.0271393
2015-06-08,116.1271393
2015-06-09,116.2271393
2015-06-10,116.3271393
2015-06-11,116.4271393
2015-06-12,116.5271393
2015-06-13,116.6271393
2015-06-14,116.7271393
2015-06-15,116.8271393
2015-06-16,116.9271393
2015-06-17,117.0271393
2015-06-18,117.1271393
2015-06-19,117.2271393
2015-06-20,117.3271393
2015-06-21,117.4271393
2015-06-22,117.5271393
2015-06-23,117.6271393
2015-06-24,117.7271393
2015-06-25,117.8271393
2015-06-26,117.9271393
2015-06-27,118.0271393
2015-06-28,118.1271393
2015-06-29,118.2271393
2015-06-30,118.3271393
2015-07-01,118.4271393
2015-07-02,118.5271393
2015-07-03,118.6271393
2015-07-04,118.7271393
2015-07-05,118.8271393
2015-07-06,118.9271393
2015-07-07,119.0271393
2015-07-08,119.1271393
2015-07-09,119.2271393
2015-07-10,119.3271393
2015-07-11,119.4271393
2015-07-12,119.5271393
2015-07-13,119.6271393
2015-07-14,119.7271393
2015-07-15,119.8271393
2015-07-16,119.9271393
2015-07-17,120.0271393
2015-07-18,120.1271393
2015-07-19,120.2271393
2015-07-20,120.3271393
2015-07-21,120.4271393
2015-07-22,120.5271393
2015-07-23,120.6271393
2015-07-24,120.7271393
2015-07-25,120.8271393
2015-07-26,120.9271393
2015-07-27,121.0271393
2015-07-28,121.1271393
2015-07-29,121.2271393
2015-07-30,121.3271393
2015-07-31,121.4271393
2015-08-01,121.5271393
2015-08-02,121.6271393
2015-08-03,121.7271393
2015-08-04,121.8271393
2015-08-05,121.9271393
2015-08-06,122.0271393
2015-08-07,122.1271393
2015-08-08,122.2271393
2015-08-09,122.3271393
2015-08-10,122.4271393
2015-08-11,122.5271393
2015-08-12,122.6271393
2015-08-13,122.7271393
2015-08-14,122.8271393
2015-08-15,122.9271393
2015-08-16,123.0271393
2015-08-17,123.1271393
2015-08-18,123.2271393
2015-08-19,123.3271393
2015-08-20,123.4271393
2015-08-21,123.5271393
2015-08-22,123.6271393
2015-08-23,123.7271393
2015-08-24,123.8271393
2015-08-25,123.9271393
2015-08-26,124.0271393
2015-08-27,124.1271393
2015-08-28,124.2271393
2015-08-29,124.3271393
2015-08-30,124.4271393
2015-08-31,124.5271393
2015-09-01,124.6271393
2015-09-02,124.7271393
2015-09-03,124.8271393
2015-09-04,124.9271393
2015-09-05,125.0271393
2015-09-06,125.1271393
2015-09-07,125.2271393
2015-09-08,125.3271393
2015-09-09,125.4271393
2015-09-10,125.5271393
2015-09-11,125.6271393
2015-09-12,125.7271393
2015-09-13,125.8271393
2015-09-14,125.9271393
2015-09-15,126.0271393
2015-09-16,126.1271393
2015-09-17,126.2271393
2015-09-18,126.3271393
2015-09-19,126.4271393
2015-09-20,126.5271393
2015-09-21,126.6271393
2015-09-22,126.7271393
2015-09-23,126.8271393
2015-09-24,126.9271393
2015-09-25,127.0271393
2015-09-26,127.1271393
2015-09-27,127.2271393
2015-09-28,127.3271393
2015-09-29,127.4271393
2015-09-30,127.5271393
2015-10-01,127.6271393
2015-10-02,127.7271393
2015-10-03,127.8271393
2015-10-04,127.9271393
2015-10-05,128.0271393
2015-10-06,128.1271393
2015-10-07,128.2271393
2015-10-08,128.3271393
2015-10-09,128.4271393
2015-10-10,128.5271393
2015-10-11,128.6271393
2015-10-12,128.7271393
2015-10-13,128.8271393
2015-10-14,128.9271393
2015-10-15,129.0271393
2015-10-16,129.1271393
2015-10-17,129.2271393
2015-10-18,129.3271393
2015-10-19,129.4271393
2015-10-20,129.5271393
2015-10-21,129.6271393
2015-10-22,129.7271393
2015-10-23,129.8271393
2015-10-24,129.9271393
2015-10-25,130.0271393
2015-10-26,130.1271393
2015-10-27,130.2271393
2015-10-28,130.3271393
2015-10-29,130.4271393
2015-10-30,130.5271393
2015-10-31,130.6271393
2015-11-01,130.7271393
2015-11-02,130.8271393
2015-11-03,130.9271393
2015-11-04,131.0271393
2015-11-05,131.1271393
2015-11-06,131.2271393
2015-11-07,131.3271393
2015-11-08,131.4271393
2015-11-09,131.5271393
2015-11-10,131.6271393
2015-11-11,131.7271393
2015-11-12,131.8271393
2015-11-13,131.9271393
2015-11-14,132.0271393
2015-11-15,132.1271393
2015-11-16,132.2271393
2015-11-17,132.3271393
2015-11-18,132.4271393
2015-11-19,132.5271393
2015-11-20,132.6271393
2015-11-21,132.7271393
2015-11-22,132.8271393
2015-11-23,132.9271393
2015-11-24,133.0271393
2015-11-25,133.1271393
2015-11-26,133.2271393
2015-11-27,133.3271393
2015-11-28,133.4271393
2015-11-29,133.5271393
2015-11-30,133.6271393
2015-12-01,133.7271393
2015-12-02,133.8271393
2015-12-03,133.9271393
2015-12-04,134.0271393
2015-12-05,134.1271393
2015-12-06,134.2271393
2015-12-07,134.3271393
2015-12-08,134.4271393
2015-12-09,134.5271393
2015-12-10,134.6271393
2015-12-11,134.7271393
2015-12-12,134.8271393
2015-12-13,134.9271393
2015-12-14,135.0271393
2015-12-15,135.1271393
2015-12-16,135.2271393
2015-12-17,135.3271393
2015-12-18,135.4271393
2015-12-19,135.5271393
2015-12-20,135.6271393
2015-12-21,135.7271393
2015-12-22,135.8271393
2015-12-23,135.9271393
2015-12-24,136.0271393
2015-12-25,136.1271393
2015-12-26,136.2271393
2015-12-27,136.3271393
2015-12-28,136.4271393
2015-12-29,136.5271393
2015-12-30,136.6271393
2015-12-31,136.7271393
2016-01-01,136.8271393
2016-01-02,136.9271393
2016-01-03,137.0271393
2016-01-04,137.1271393
2016-01-05,137.2271393
2016-01-06,137.3271393
2016-01-07,137.4271393
2016-01-08,137.5271393
2016-01-09,137.6271393
2016-01-10,137.7271393
2016-01-11,137.8271393
2016-01-12,137.9271393
2016-01-13,138.0271393
2016-01-14,138.1271393
2016-01-15,138.2271393
2016-01-16,138.3271393
2016-01-17,138.4271393
2016-01-18,138.5271393
2016-01-19,138.6271393
2016-01-20,138.7271393
2016-01-21,138.8271393
2016-01-22,138.9271393
2016-01-23,139.0271393
2016-01-24,139.1271393
2016-01-25,139.2271393
2016-01-26,139.3271393
2016-01-27,139.4271393
2016-01-28,139.5271393
2016-01-29,139.6271393
2016-01-30,139.7271393
2016-01-31,139.8271393
2016-02-01,139.9271393
2016-02-02,140.0271393
2016-02-03,140.1271393
2016-02-04,140.2271393
2016-02-05,140.3271393
2016-02-06,140.4271393
2016-02-07,140.5271393
2016-02-08,140.6271393
2016-02-09,140.7271393
2016-02-10,140.8271393
2016-02-11,140.9271393
2016-02-12,141.0271393
2016-02-13,141.1271393
2016-02-14,141.2271393
2016-02-15,141.3271393
2016-02-16,141.4271393
2016-02-17,141.5271393
2016-02-18,141.6271393
2016-02-19,141.7271393
2016-02-20,141.8271393
2016-02-21,141.9271393
2016-02-22,142.0271393
2016-02-23,142.1271393
2016-02-24,142.2271393
2016-02-25,142.3271393
2016-02-26,142.4271393
2016-02-27,142.5271393
2016-02-28,142.6271393
2016-02-29,142.7271393
2016-03-01,142.8271393
2016-03-02,142.9271393
2016-03-03,143.0271393
2016-03-04,143.1271393
2016-03-05,143.2271393
2016-03-06,143.3271393
2016-03-07,143.4271393
2016-03-08,143.5271393
2016-03-09,143.6271393
2016-03-10,143.7271393
2016-03-11,143.8271393
2016-03-12,143.9271393
2016-03-13,144.0271393
2016-03-14,144.1271393
2016-03-15,144.2271393
2016-03-16,144.3271393
2016-03-17,144.4271393
2016-03-18,144.5271393
2016-03-19,144.6271393
2016-03-20,144.7271393
2016-03-21,144.8271393
2016-03-22,144.9271393
2016-03-23,145.0271393
2016-03-24,145.1271393
2016-03-25,145.2271393
2016-03-26,145.3271393
2016-03-27,145.4271393
2016-03-28,145.5271393
2016-03-29,145.6271393
2016-03-30,145.7271393
2016-03-31,145.8271393
2016-04-01,145.9271393
2016-04-02,146.0271393
2016-04-03,146.1271393
2016-04-04,146.2271393
2016-04-05,146.3271393
2016-04-06,146.4271393
2016-04-07,146.5271393
2016-04-08,146.6271393
2016-04-09,146.7271393
2016-04-10,146.8271393
2016-04-11,146.9271393
2016-04-12,147.0271393
2016-04-13,147.1271393
2016-04-14,147.2271393
2016-04-15,147.3271393
2016-04-16,147.4271393
2016-04-17,147.5271393
2016-04-18,147.6271393
2016-04-19,147.7271393
2016-04-20,147.8271393
2016-04-21,147.9271393
2016-04-22,148.0271393
2016-04-23,148.1271393
2016-04-24,148.2271393
2016-04-25,148.3271393
2016-04-26,148.4271393
2016-04-27,148.5271393
2016-04-28,148.6271393
2016-04-29,148.7271393
2016-04-30,148.8271393
2016-05-01,148.9271393
2016-05-02,149.0271393
2016-05-03,149.1271393
2016-05-04,149.2271393
2016-05-05,149.3271393
2016-05-06,149.4271393
2016-05-07,149.5271393
2016-05-08,149.6271393
2016-05-09,149.7271393
2016-05-10,149.8271393
2016-05-11,149.9271393
2016-05-12,150.0271393
2016-05-13,150.1271393
2016-05-14,150.2271393
2016-05-15,150.3271393
2016-05-16,150.4271393
2016-05-17,150.5271393
2016-05-18,150.6271393
2016-05-19,150.7271393
2016-05-20,150.8271393
2016-05-21,150.9271393
2016-05-22,151.0271393
2016-05-23,151.1271393
2016-05-24,151.2271393
2016-05-25,151.3271393
2016-05-26,151.4271393
2016-05-27,151.5271393
2016-05-28,151.6271393
2016-05-29,151.7271393
2016-05-30,151.8271393
2016-05-31,151.9271393
2016-06-01,152.0271393
2016-06-02,152.1271393
2016-06-03,152.2271393
2016-06-04,152.3271393
2016-06-05,152.4271393
2016-06-06,152.5271393
2016-06-07,152.6271393
2016-06-08,152.7271393
2016-06-09,152.8271393
2016-06-10,152.9271393
2016-06-11,153.0271393
2016-06-12,153.1271393
2016-06-13,153.2271393
2016-06-14,153.3271393
2016-06-15,153.4271393
2016-06-16,153.5271393
2016-06-17,153.6271393
2016-06-18,153.7271393
2016-06-19,153.8271393
2016-06-20,153.9271393
2016-06-21,154.0271393
2016-06-22,154.1271393
2016-06-23,154.2271393
2016-06-24,154.3271393
2016-06-25,154.4271393
2016-06-26,154.5271393
2016-06-27,154.6271393
2016-06-28,154.7271393
2016-06-29,154.8271393
2016-06-30,154.9271393
2016-07-01,155.0271393
2016-07-02,155.1271393
2016-07-03,155.2271393
2016-07-04,155.3271393
2016-07-05,155.4271393
2016-07-06,155.5271393
2016-07-07,155.6271393
2016-07-08,155.7271393
2016-07-09,155.8271393
2016-07-10,155.9271393
2016-07-11,156.0271393
2016-07-12,156.1271393
2016-07-13,156.2271393
2016-07-14,156.3271393
2016-07-15,156.4271393
2016-07-16,156.5271393
2016-07-17,156.6271393
2016-07-18,156.7271393
2016-07-19,156.8271393
2016-07-20,156.9271393
2016-07-21,157.0271393
2016-07-22,157.1271393
2016-07-23,157.2271393
2016-07-24,157.3271393
2016-07-25,157.4271393
2016-07-26,157.5271393
2016-07-27,157.6271393
2016-07-28,157.7271393
2016-07-29,157.8271393
2016-07-30,157.9271393
2016-07-31,158.0271393
2016-08-01,158.1271393
2016-08-02,158.2271393
2016-08-03,158.3271393
2016-08-04,158.4271393
2016-08-05,158.5271393
2016-08-06,158.6271393
2016-08-07,158.7271393
2016-08-08,158.8271393
2016-08-09,158.9271393
2016-08-10,159.0271393
2016-08-11,159.1271393
2016-08-12,159.2271393
2016-08-13,159.3271393
2016-08-14,159.4271393
2016-08-15,159.5271393
2016-08-16,159.6271393
2016-08-17,159.7271393
2016-08-18,159.8271393
2016-08-19,159.9271393
2016-08-20,160.0271393
2016-08-21,160.1271393
2016-08-22,160.2271393
2016-08-23,160.3271393
2016-08-24,160.4271393
2016-08-25,160.5271393
2016-08-26,160.6271393
2016-08-27,160.7271393
2016-08-28,160.8271393
2016-08-29,160.9271393
2016-08-30,161.0271393
2016-08-31,161.1271393
2016-09-01,161.2271393
2016-09-02,161.3271393
2016-09-03,161.4271393
2016-09-04,161.5271393
2016-09-05,161.6271393
2016-09-06,161.7271393
2016-09-07,161.8271393
2016-09-08,161.9271393
2016-09-09,162.0271393
2016-09-10,162.1271393
2016-09-11,162.2271393
2016-09-12,162.3271393
2016-09-13,162.4271393
2016-09-14,162.5271393
2016-09-15,162.6271393
2016-09-16,162.7271393
2016-09-17,162.8271393
2016-09-18,162.9271393
2016-09-19,163.0271393
2016-09-20,163.1271393
2016-09-21,163.2271393
2016-09-22,163.3271393
2016-09-23,163.4271393
2016-09-24,163.5271393
2016-09-25,163.6271393
2016-09-26,163.7271393
2016-09-27,163.8271393
2016-09-28,163.9271393
2016-09-29,164.0271393
2016-09-30,164.1271393
2016-10-01,164.2271393
2016-10-02,164.3271393
2016-10-03,164.4271393
2016-10-04,164.5271393
2016-10-05,164.6271393
2016-10-06,164.7271393
2016-10-07,164.8271393
2016-10-08,164.9271393
2016-10-09,165.0271393
2016-10-10,165.1271393
2016-10-11,165.2271393
2016-10-12,165.3271393
2016-10-13,165.4271393
2016-10-14,165.5271393
2016-10-15,165.6271393
2016-10-16,165.7271393
2016-10-17,165.8271393
2016-10-18,165.9271393
2016-10-19,166.0271393
2016-10-20,166.1271393
2016-10-21,166.2271393
2016-10-22,166.3271393
2016-10-23,166.4271393
2016-10-24,166.5271393
2016-10-25,166.6271393
2016-10-26,166.7271393
2016-10-27,166.8271393
2016-10-28,166.9271393
2016-10-29,167.0271393
2016-10-30,167.1271393
2016-10-31,167.2271393
2016-11-01,167.3271393
2016-11-02,167.4271393
2016-11-03,167.5271393
2016-11-04,167.6271393
2016-11-05,167.7271393
2016-11-06,167.8271393
2016-11-07,167.9271393
2016-11-08,168.0271393
2016-11-09,168.1271393
2016-11-10,168.2271393
2016-11-11,168.3271393
2016-11-12,168.4271393
2016-11-13,168.5271393
2016-11-14,168.6271393
2016-11-15,168.7271393
2016-11-16,168.8271393
2016-11-17,168.9271393
2016-11-18,169.0271393
2016-11-19,169.1271393
2016-11-20,169.2271393
2016-11-21,169.3271393
2016-11-22,169.4271393
2016-11-23,169.5271393
2016-11-24,169.6271393
2016-11-25,169.7271393
2016-11-26,169.8271393
2016-11-27,169.9271393
2016-11-28,170.0271393
2016-11-29,170.1271393
2016-11-30,170.2271393
2016-12-01,170.3271393
2016-12-02,170.4271393
2016-12-03,170.5271393
2016-12-04,170.6271393
2016-12-05,170.7271393
2016-12-06,170.8271393
2016-12-07,170.9271393
2016-12-08,171.0271393
2016-12-09,171.1271393
2016-12-10,171.2271393
2016-12-11,171.3271393
2016-12-12,171.4271393
2016-12-13,171.5271393
2016-12-14,171.6271393
2016-12-15,171.7271393
2016-12-16,171.8271393
2016-12-17,171.9271393
2016-12-18,172.0271393
2016-12-19,172.1271393
2016-12-20,172.2271393
2016-12-21,172.3271393
2016-12-22,172.4271393
2016-12-23,172.5271393
2016-12-24,172.6271393
2016-12-25,172.7271393
2016-12-26,172.8271393
2016-12-27,172.9271393
2016-12-28,173.0271393
2016-12-29,173.1271393
2016-12-30,173.2271393
2016-12-31,173.3271393
2017-01-01,173.4271393
2017-01-02,173.5271393
2017-01-03,173.6271393
2017-01-04,173.7271393
2017-01-05,173.8271393
2017-01-06,173.9271393
2017-01-07,174.0271393
2017-01-08,174.1271393
2017-01-09,174.2271393
2017-01-10,174.3271393
